EKG,T,,,,,
350,12707,,,,,
331,12719,,,,,
350,12730,,,,,
356,12741,,,,,
361,12752,,,,,
355,12765,,,,,
365,12776,,,,,
359,12787,,,,,
364,12798,,,,,
364,12810,,,,,
362,12821,,,,,
367,12833,,,,,
361,12845,,,,,
369,12856,,,,,
364,12867,,,,,
369,12878,,,,,
368,12891,,,,,
366,12902,,,,,
373,12913,,,,,
365,12924,,,,,
371,12936,,,,,
362,12947,,,,,
365,12959,,,,,
364,12971,,,,,
360,12982,,,,,
366,12993,,,,,
358,13004,,,,,
365,13016,,,,,
360,13028,,,,,
363,13039,,,,,
363,13050,,,,,
357,13062,,,,,
363,13073,,,,,
357,13084,,,,,
366,13096,,,,,
362,13108,,,,,
364,13119,,,,,
362,13130,,,,,
355,13142,,,,,
363,13153,,,,,
354,13165,,,,,
362,13176,,,,,
357,13188,,,,,
354,13199,,,,,
379,13210,,,,,
405,13221,,,,,
353,13234,,,,,
326,13245,,,,,
353,13256,,,,,
356,13267,,,,,
358,13279,,,,,
361,13291,,,,,
357,13302,,,,,
364,13314,,,,,
357,13325,,,,,
365,13336,,,,,
362,13347,,,,,
362,13360,,,,,
367,13371,,,,,
361,13382,,,,,
369,13393,,,,,
363,13405,,,,,
370,13416,,,,,
368,13428,,,,,
368,13440,,,,,
372,13451,,,,,
363,13462,,,,,
368,13473,,,,,
360,13485,,,,,
365,13497,,,,,
363,13508,,,,,
361,13519,,,,,
366,13531,,,,,
358,13542,,,,,
366,13553,,,,,
359,13565,,,,,
363,13577,,,,,
361,13588,,,,,
359,13599,,,,,
366,13611,,,,,
359,13623,,,,,
368,13634,,,,,
360,13645,,,,,
362,13657,,,,,
361,13668,,,,,
357,13679,,,,,
363,13691,,,,,
355,13703,,,,,
361,13714,,,,,
354,13725,,,,,
394,13736,,,,,
395,13748,,,,,
331,13760,,,,,
341,13771,,,,,
350,13783,,,,,
362,13794,,,,,
358,13805,,,,,
362,13816,,,,,
363,13829,,,,,
359,13840,,,,,
366,13851,,,,,
359,13862,,,,,
367,13874,,,,,
364,13885,,,,,
367,13897,,,,,
369,13908,,,,,
365,13920,,,,,
372,13931,,,,,
365,13942,,,,,
374,13954,,,,,
370,13966,,,,,
371,13977,,,,,
370,13988,,,,,
361,14000,,,,,
368,14011,,,,,
360,14023,,,,,
367,14034,,,,,
364,14046,,,,,
365,14057,,,,,
368,14068,,,,,
361,14080,,,,,
368,14092,,,,,
360,14103,,,,,
367,14114,,,,,
365,14126,,,,,
364,14137,,,,,
370,14148,,,,,
363,14160,,,,,
368,14172,,,,,
359,14183,,,,,
364,14194,,,,,
362,14205,,,,,
361,14217,,,,,
366,14229,,,,,
355,14240,,,,,
370,14252,,,,,
406,14263,,,,,
376,14274,,,,,
329,14285,,,,,
345,14298,,,,,
362,14309,,,,,
356,14320,,,,,
366,14331,,,,,
361,14343,,,,,
366,14355,,,,,
366,14366,,,,,
363,14377,,,,,
369,14389,,,,,
362,14400,,,,,
371,14411,,,,,
366,14424,,,,,
371,14435,,,,,
372,14446,,,,,
368,14457,,,,,
376,14469,,,,,
369,14480,,,,,
376,14492,,,,,
369,14503,,,,,
369,14515,,,,,
367,14526,,,,,
361,14537,,,,,
367,14548,,,,,
359,14561,,,,,
366,14572,,,,,
362,14583,,,,,
364,14595,,,,,
365,14606,,,,,
359,14617,,,,,
366,14629,,,,,
358,14641,,,,,
366,14652,,,,,
362,14663,,,,,
364,14674,,,,,
365,14686,,,,,
356,14698,,,,,
363,14709,,,,,
355,14721,,,,,
362,14732,,,,,
358,14743,,,,,
357,14755,,,,,
358,14767,,,,,
387,14778,,,,,
394,14789,,,,,
326,14800,,,,,
337,14812,,,,,
353,14824,,,,,
